Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Found in Sample Group: control,Found in Sample Group: ketamine,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Comet: Comet,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Comet,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Gene Symbol,Gene ID,Reactome Pathways,Ensembl Gene ID,WikiPathways,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (ketamine) / (control),Abundance Ratio Adj. P-Value: (ketamine) / (control),Abundance Ratio Variability [%]: (ketamine) / (control),Abundances (Grouped): control,Abundances (Grouped): ketamine,Abundances (Grouped) CV [%]: control,Abundances (Grouped) CV [%]: ketamine,"Found in Sample: F1: Sample, control","Found in Sample: F4: Sample, control","Found in Sample: F5: Sample, control","Found in Sample: F9: Sample, control","Found in Sample: F2: Sample, ketamine","Found in Sample: F6: Sample, ketamine","Found in Sample: F10: Sample, ketamine","Found in Sample: F11: Sample, ketamine",# Protein Groups,Modifications
TRUE,High,Master Protein,P62281,Small ribosomal subunit protein uS17 OS=Mus musculus OX=10090 GN=Rps11 PE=1 SV=3,High,High,0,10.195,29,4,22,4,158,18.4,10.3,21.19,4.2,4,2,protein metabolism;other metabolic processes;other biological processes,cytosol;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00366, Pf16205",27207,Rps11,mmu:27207; P04643; P62281,"Major pathway of rRNA processing in the nucleolus and cytosol; L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Translation initiation complex formation; Ribosomal scanning and start codon recognition; Formation of the ternary complex, and subsequently, the 43S complex",ENSMUSG00000003429,Cytoplasmic ribosomal proteins; mRNA processing,12,0,0.85,0.9546907661,60.35,111.1,88.9,19.63,46.1,High,High,High,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,Q8C1B7,Septin-11 OS=Mus musculus OX=10090 GN=Septin11 PE=1 SV=4,High,High,0,11.822,12,5,39,2,431,49.7,6.68,32.8,19.53,5,5,cell cycle OR cell proliferation;other biological processes,cytoskeleton;other cell component,other molecular function,Pf00735,52398,Septin11,mmu:52398; Q3TBA0; Q3TC24; Q5D0F0; Q6P2K5; Q6P6I0; Q8C1B7,,ENSMUSG00000058013,,0,0,0.963,0.996783417,7.8,102,98,,7.54,n/a,n/a,n/a,High,n/a,Peak Found,n/a,High,1,
TRUE,High,Master Protein,P60879,Synaptosomal-associated protein 25 OS=Mus musculus OX=10090 GN=Snap25 PE=1 SV=1,High,High,0,22.942,49,8,30,8,206,23.3,4.77,21.65,14.06,8,8,cell-cell signaling;cell organization and biogenesis;transport;developmental processes;other biological processes,plasma membrane;other membranes;cytoskeleton;ER/Golgi;other cytoplasmic organelle;other cell component,transporter activity;cytoskeletal activity;other molecular function,Pf00835,20614,Snap25,A2AIC2; A2AIC3; mmu:20614; P13795; P36974; P60879; P70557; P70558; Q8IXK3; Q96FM2; Q9BR45,,ENSMUSG00000027273,Insulin signaling,1,0,3.089,0.003860836338,33.02,48.6,151.4,,30.29,Peak Found,Peak Found,Peak Found,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q6P5H2,Nestin OS=Mus musculus OX=10090 GN=Nes PE=1 SV=1,High,High,0,15.539,3,4,12,4,1864,207,4.34,11.37,10.47,4,4,cell cycle OR cell proliferation;cell organization and biogenesis;developmental processes;other biological processes,cytoskeleton;other cell component,signal transduction activity or receptor binding;other molecular function,Pf00038,18008,Nes,A1E2I2; mmu:18008; Q6P5H2; Q80X00; Q8BPH7; Q9CV43; Q9R0C4,,ENSMUSG00000004891,,0,0,1.198,0.9461156536,26.52,56.8,143.2,99.1,97.04,n/a,Peak Found,Peak Found,High,n/a,n/a,Peak Found,High,1,
TRUE,High,Master Protein,Q9JJV2,Profilin-2 OS=Mus musculus OX=10090 GN=Pfn2 PE=1 SV=3,High,High,0,22.081,36,5,56,5,140,15,6.99,57.69,19.44,5,4,cell organization and biogenesis;other biological processes,cytosol;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,Pf00235,18645,Pfn2,mmu:18645; Q3TPT7; Q3V171; Q9ES48; Q9ES49; Q9ES50; Q9JJV2,RHO GTPases Activate Formins; Signaling by ROBO receptors,ENSMUSG00000027805,,2,0,1.108,0.9634533971,33.75,92.5,107.5,31.14,48.35,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P26350,Prothymosin alpha OS=Mus musculus OX=10090 GN=Ptma PE=1 SV=2,High,High,0,21.005,22,3,97,3,111,12.2,3.79,103.59,97.6,3,3,cell organization and biogenesis;other biological processes,nucleus,other molecular function,Pf03247,19231,Ptma,mmu:19231; P26350; Q3UQV6,,ENSMUSG00000026238,,0,0,0.971,0.996783417,81.67,97.6,102.4,76.17,40.97,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,Q03265,"ATP synthase subunit alpha, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1a PE=1 SV=1",High,High,0,104.537,48,21,439,21,553,59.7,9.19,443.79,368.88,21,20,other metabolic processes;transport;other biological processes,plasma membrane;other membranes;mitochondrion;nucleus;other cell component,signal transduction activity or receptor binding;transporter activity;other molecular function,"Pf00006, Pf00306, Pf02874",11946,Atp5f1a,mmu:11946; Q03265; Q3TFN0; Q3THN8; Q3TPR0; Q3TPV3; Q3TZU3; Q3UIR7; Q543Y6,Mitochondrial protein degradation; Formation of ATP by chemiosmotic coupling; Cristae formation,ENSMUSG00000025428,Oxidative phosphorylation; Electron transport chain,5,0,1.274,0.9047768804,31.66,94.5,105.5,29.54,16.07,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,P70441,Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Mus musculus OX=10090 GN=Nherf1 PE=1 SV=3,High,High,0,16.493,14,5,56,5,355,38.6,5.9,48.03,27.28,5,4,cell organization and biogenesis;transport;developmental processes;signal transduction;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytoskeleton;other cell component,signal transduction activity or receptor binding;transporter activity;cytoskeletal activity;other molecular function,"Pf00595, Pf09007",26941,Nherf1,mmu:26941; P70441; Q8BYD8,,ENSMUSG00000020733,,0,0,1.01,0.996783417,33.89,92.5,107.5,29.94,39.53,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P20108,"Thioredoxin-dependent peroxide reductase, mitochondrial OS=Mus musculus OX=10090 GN=Prdx3 PE=1 SV=1",High,High,0,7.861,17,4,14,4,257,28.1,7.58,11.01,9.89,4,4,cell organization and biogenesis;other metabolic processes;stress response;other biological processes,plasma membrane;other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component,enzyme regulator activity;other molecular function,"Pf00578, Pf10417",11757,Prdx3,mmu:11757; P20108,Detoxification of Reactive Oxygen Species,ENSMUSG00000024997,Oxidative stress and redox pathway,2,0,1.014,0.996783417,23.11,99.8,100.2,,15.02,n/a,n/a,n/a,High,n/a,High,n/a,High,1,
TRUE,High,Master Protein,Q9DBJ1,Phosphoglycerate mutase 1 OS=Mus musculus OX=10090 GN=Pgam1 PE=1 SV=3,High,High,0,31.485,37,6,34,6,254,28.8,7.18,36.51,16.78,6,4,other metabolic processes;other biological processes,cytosol,other molecular function,Pf00300,18648,Pgam1,mmu:18648; Q9D6W0; Q9DBJ1; Q9ERT3,Neutrophil degranulation; Gluconeogenesis; Glycolysis,ENSMUSG00000011752,Glycolysis and gluconeogenesis,4,0,1.939,0.2007720806,39.05,57.1,142.9,66.95,4.06,n/a,Peak Found,Peak Found,High,n/a,High,Peak Found,High,1,
TRUE,High,Master Protein,Q62048,Astrocytic phosphoprotein PEA-15 OS=Mus musculus OX=10090 GN=Pea15 PE=1 SV=1,High,High,0,25.257,49,5,114,5,130,15,5.02,120.22,116.35,5,5,signal transduction;other biological processes,cytosol;cytoskeleton;nucleus,other molecular function,Pf01335,18611,Pea15,mmu:18611; Q3U5N7; Q62048,RAF/MAP kinase cascade; RAF-independent MAPK1/3 activation,ENSMUSG00000013698,,2,0,0.954,0.996783417,59.22,99.1,100.9,26.52,29.47,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P58774,Tropomyosin beta chain OS=Mus musculus OX=10090 GN=Tpm2 PE=1 SV=1,High,High,0,29.029,26,8,142,3,284,32.8,4.7,142.34,85.73,8,6,cell organization and biogenesis;other biological processes,cytoskeleton,cytoskeletal activity;other molecular function,Pf00261,22004,Tpm2,mmu:22004; P02560; P46901; P58774,Striated Muscle Contraction; Smooth Muscle Contraction,ENSMUSG00000028464,,2,1,1.271,0.9047768804,56.1,98.1,101.9,39.06,60.73,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,F6YVP7,Small ribosomal subunit protein uS13 OS=Mus musculus OX=10090 GN=Rps18-ps6 PE=3 SV=2,High,High,0,6.347,23,4,30,4,152,17.7,10.74,20.47,6.99,4,4,protein metabolism;other metabolic processes,cytosol;translational apparatus,nucleic acid binding activity;other molecular function,Pf00416,,Rps18-ps6,F6YVP7,,ENSMUSG00000069117,,0,0,1.011,0.996783417,37.7,102.8,97.2,18.01,20.66,High,High,High,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,P06795,ATP-dependent translocase ABCB1 OS=Mus musculus OX=10090 GN=Abcb1b PE=1 SV=1,High,High,0,11.316,4,4,12,4,1276,140.9,8.34,10.01,7.98,4,4,cell organization and biogenesis;transport;developmental processes;other biological processes,plasma membrane;other membranes;ER/Golgi;other cell component,transporter activity;other molecular function,"Pf00005, Pf00664",18669,Abcb1b,mmu:18669; P06795,,ENSMUSG00000028970,,0,0,1.261,0.9047768804,11.94,134.1,65.9,,81.25,n/a,n/a,n/a,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P70404,"Isocitrate dehydrogenase [NAD] subunit gamma 1, mitochondrial OS=Mus musculus OX=10090 GN=Idh3g PE=1 SV=1",High,High,0,11.017,11,3,19,3,393,42.8,9.01,17.51,6.96,3,2,other metabolic processes,other cell component,other molecular function,Pf00180,15929,Idh3g,mmu:15929; P70404,Citric acid cycle (TCA cycle),ENSMUSG00000002010,TCA cycle,2,0,1.213,0.9371628026,27.72,96,104,29.49,29.44,High,High,High,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,P48678,Prelamin-A/C OS=Mus musculus OX=10090 GN=Lmna PE=1 SV=2,High,High,0,104.06,45,27,289,26,665,74.2,6.98,251.01,172.21,27,26,cell cycle OR cell proliferation;cell organization and biogenesis;other metabolic processes;stress response;transport;developmental processes;other biological processes,other membranes;cytoskeleton;nucleus;other cell component,cytoskeletal activity;other molecular function,"Pf00038, Pf00932",16905,Lmna,B3RH23; B3RH24; mmu:16905; P11516; P48678; P97859; Q3TIH0; Q3TTS8; Q3U733; Q3U7I5; Q3UCA0; Q3UCJ8; Q3UCU3; Q91WF2; Q9DC21,,ENSMUSG00000028063,Adipogenesis genes; FAS pathway and stress induction of HSP regulation,2,0,0.944,0.996783417,28.96,99.6,100.4,17.49,18.49,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,Q9WTL4,Insulin receptor-related protein OS=Mus musculus OX=10090 GN=Insrr PE=1 SV=2,High,High,0.004,1.285,1,1,10,1,1300,144.8,6.64,6.98,0,1,1,cell organization and biogenesis;protein metabolism;other metabolic processes;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;other cell component,kinase activity;other molecular function,"Pf00041, Pf00757, Pf01030, Pf07714",23920,Insrr,B2RQC5; mmu:23920; Q9WTL4,,ENSMUSG00000005640,,0,0,1.332,0.8524926838,61.6,91.4,108.6,50.06,38.45,n/a,High,High,High,n/a,n/a,High,High,1,
TRUE,High,Master Protein,P27773,Protein disulfide-isomerase A3 OS=Mus musculus OX=10090 GN=Pdia3 PE=1 SV=2,High,High,0,42.722,29,13,46,13,505,56.6,6.21,41.73,31.78,13,13,cell adhesion;cell organization and biogenesis;protein metabolism;other metabolic processes;stress response;signal transduction;other biological processes,non-structural extracellular;plasma membrane;other membranes;ER/Golgi;other cell component,signal transduction activity or receptor binding;other molecular function,"Pf00085, Pf13848",14827,Pdia3,mmu:14827; P27773; Q3TEI9; Q3TIL2; Q3UZK8; Q8C2F4; Q99LF6,"ER-Phagosome pathway; Antigen Presentation: Folding, assembly and peptide loading of class I MHC; Calnexin/calreticulin cycle",ENSMUSG00000027248,,3,0,1.154,0.9546907661,39.54,68,132,68.28,43.95,Peak Found,Peak Found,High,High,Peak Found,Peak Found,High,High,1,
TRUE,High,Master Protein,O08997,Copper transport protein ATOX1 OS=Mus musculus OX=10090 GN=Atox1 PE=1 SV=1,High,High,0,16.34,57,3,45,3,68,7.3,6.51,66.74,25.03,3,2,stress response;transport;other biological processes,cytosol,other molecular function,Pf00403,11927,Atox1,mmu:11927; O08997; Q5NCU2,Ion influx/efflux at host-pathogen interface,ENSMUSG00000018585,Comprehensive IL-17A signaling,2,0,1.192,0.9461156536,21.86,91.8,108.2,11.82,32.71,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P20357,Microtubule-associated protein 2 OS=Mus musculus OX=10090 GN=Map2 PE=1 SV=2,High,High,0,10.549,3,4,17,4,1828,199,4.91,13.9,8.09,4,3,cell organization and biogenesis;developmental processes;other biological processes,plasma membrane;other membranes;cytoskeleton;nucleus;other cell component,cytoskeletal activity;other molecular function,"Pf00418, Pf08377",17756,Map2,E9QLE1; mmu:17756; P20357,,ENSMUSG00000015222,Mapk cascade,1,0,0.819,0.9461156536,22.08,101.3,98.7,43.71,43.59,Peak Found,Peak Found,High,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,P56480,"ATP synthase subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Atp5f1b PE=1 SV=2",High,High,0,130.659,64,20,424,20,529,56.3,5.34,407.81,334.47,20,20,other metabolic processes;transport;developmental processes;other biological processes,plasma membrane;other membranes;mitochondrion;other cell component,signal transduction activity or receptor binding;transporter activity;other molecular function,"Pf00006, Pf02874, Pf22919",11947,Atp5f1b,mmu:11947; P56480; Q0QEP4; Q3TFD7; Q3TIP9; Q3TK44; Q3TWD5; Q3TX28; Q3U6U4; Q3U774; Q3UB69; Q3UF69; Q8CI65; Q8VEJ5; Q9CTI7; Q9CWX7,Mitochondrial protein degradation; Mitochondrial protein import; Formation of ATP by chemiosmotic coupling; Cristae formation,ENSMUSG00000025393,Oxidative phosphorylation; Electron transport chain,6,0,1.528,0.6508711991,67.69,72,128,70.81,42.72,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,B2RPU8,SCAN domain containing 3 OS=Mus musculus OX=10090 GN=Zbed5 PE=2 SV=1,High,High,0,7.672,3,2,4,2,756,84.2,8.44,7.53,,2,,,,,,71970,Zbed5,B2RPU8,,ENSMUSG00000034173,,0,0,0.897,0.9653878631,25.22,104.3,95.7,19.79,34.25,Peak Found,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P00920,Carbonic anhydrase 2 OS=Mus musculus OX=10090 GN=Ca2 PE=1 SV=4,High,High,0,56.594,59,10,213,10,260,29,7.01,210.8,158.98,10,10,other metabolic processes;transport;signal transduction;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;other cell component,other molecular function,Pf00194,12349,Ca2,mmu:12349; P00920; Q6LDQ7; Q7TPE1; Q9DCT3; Q9DCY9,Erythrocytes take up carbon dioxide and release oxygen; Erythrocytes take up oxygen and release carbon dioxide; Reversible hydration of carbon dioxide,ENSMUSG00000027562,,3,0,0.954,0.996783417,48.95,107.1,92.9,39.93,32.4,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,A0A2I3BRL8,Predicted gene 7324 OS=Mus musculus OX=10090 GN=Gm7324 PE=4 SV=1,High,High,0,26.161,20,7,106,2,388,42.2,9.99,92.53,62.24,7,7,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus,nucleic acid binding activity,"Pf00076, Pf08081",,Gm7324,A0A2I3BRL8,,ENSMUSG00000049235,,0,5,1.023,0.996783417,24.41,100.2,99.8,24.39,5.05,High,Peak Found,High,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,P10854,Histone H2B type 1-M OS=Mus musculus OX=10090 GN=H2bc14 PE=1 SV=2,High,High,0,35.4,53,9,622,5,126,13.9,10.32,756.74,473.04,9,7,,nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf00125,319186,H2bc14,mmu:319186; P10854; Q5T008,Regulation of endogenous retroelements by KRAB-ZFP proteins; Recognition and association of DNA glycosylase with site containing an affected purine; Cleavage of the damaged purine; Condensation of Prophase Chromosomes; DNA Damage/Telomere Stress Induced Senescence; Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; Nonhomologous End-Joining (NHEJ); Processing of DNA double-strand break ends; G2/M DNA damage checkpoint; Inhibition of DNA recombination at telomere; Deposition of new CENPA-containing nucleosomes at the centromere; HDACs deacetylate histones; HATs acetylate histones; E3 ubiquitin ligases ubiquitinate target proteins; RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function; Estrogen-dependent gene expression; PRC2 methylates histones and DNA; MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis,ENSMUSG00000114279,,18,6,0.861,0.9546907661,48.56,110.8,89.2,18,39.03,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,Q9Z204,Heterogeneous nuclear ribonucleoproteins C1/C2 OS=Mus musculus OX=10090 GN=Hnrnpc PE=1 SV=1,High,High,0,45.202,33,11,214,11,313,34.4,5.05,211.05,165.93,11,11,RNA metabolism OR transcription;other metabolic processes;other biological processes,cytoskeleton;nucleus;other cell component,enzyme regulator activity;nucleic acid binding activity;other molecular function,Pf00076,15381,Hnrnpc,mmu:15381; Q3TLB5; Q501Q3; Q8C2G5; Q99KE2; Q9CQT3; Q9CY83; Q9Z204,mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA; SUMOylation of RNA binding proteins; RHOBTB1 GTPase cycle; RHOBTB2 GTPase cycle,ENSMUSG00000060373,mRNA processing,6,0,0.777,0.9047768804,20.17,111.2,88.8,5.7,14.5,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,P14152,"Malate dehydrogenase, cytoplasmic OS=Mus musculus OX=10090 GN=Mdh1 PE=1 SV=3",High,High,0,30.187,23,7,61,7,334,36.5,6.58,60.5,32.22,7,5,other metabolic processes,cytosol,other molecular function,"Pf00056, Pf02866",17449,Mdh1,mmu:17449; P14152; Q3TP22; Q80Y13; Q9DB45,Malate-aspartate shuttle,ENSMUSG00000020321,Glycolysis and gluconeogenesis; TCA cycle,3,0,1.685,0.4368686384,53.85,68.5,131.5,67.19,50.8,Peak Found,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P97855,Ras GTPase-activating protein-binding protein 1 OS=Mus musculus OX=10090 GN=G3bp1 PE=1 SV=1,High,High,0.001,2.009,3,1,4,1,465,51.8,5.59,3.43,1.68,1,1,cell organization and biogenesis;stress response;other biological processes,cytosol;nucleus;other cell component,translation activity;nucleic acid binding activity;other molecular function,"Pf00076, Pf02136",27041,G3bp1,mmu:27041; P97855,,ENSMUSG00000018583,mRNA processing; mir-193a and MVP in colon cancer metastasis,2,0,0.01,0,,100,,,,n/a,n/a,n/a,High,n/a,n/a,n/a,High,1,
TRUE,High,Master Protein,Q8R081,Heterogeneous nuclear ribonucleoprotein L OS=Mus musculus OX=10090 GN=Hnrnpl PE=1 SV=2,High,High,0,38.657,30,11,88,11,586,63.9,8.1,81.24,33.94,11,8,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,nucleic acid binding activity,"Pf00076, Pf11835, Pf13893, Pf22976",15388,Hnrnpl,mmu:15388; O54789; Q499X2; Q8K0S7; Q8R081,mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA,ENSMUSG00000015165,mRNA processing,3,0,1.026,0.996783417,29.32,102.5,97.5,21.08,11.6,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,P14873,Microtubule-associated protein 1B OS=Mus musculus OX=10090 GN=Map1b PE=1 SV=2,High,High,0,15.764,3,6,18,5,2464,270.1,4.83,15.77,9.92,6,5,cell organization and biogenesis;stress response;transport;developmental processes;other biological processes,plasma membrane;other membranes;cytosol;cytoskeleton;other cell component,cytoskeletal activity;other molecular function,Pf00414,17755,Map1b,E9QM11; mmu:17755; P14873,,ENSMUSG00000052727,Wnt signaling pathway,1,0,3.557,0.000709205254,27.92,62.7,137.3,,70.48,n/a,n/a,n/a,High,n/a,Peak Found,High,High,1,
TRUE,High,Master Protein,P09405,Nucleolin OS=Mus musculus OX=10090 GN=Ncl PE=1 SV=2,High,High,0,77.155,28,18,304,18,707,76.7,4.75,274.94,215.67,18,18,transport;developmental processes;other biological processes,plasma membrane;nucleus;other cell component,signal transduction activity or receptor binding;nucleic acid binding activity;other molecular function,Pf00076,17975,Ncl,mmu:17975; P09405; Q548M9; Q61991; Q8BQD8; Q99K50,Major pathway of rRNA processing in the nucleolus and cytosol,ENSMUSG00000026234,Mechanisms associated with pluripotency; mRNA processing,3,0,0.913,0.9793869166,27.22,105.1,94.9,16.45,9.97,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q6ZWU9,Small ribosomal subunit protein eS27 OS=Mus musculus OX=10090 GN=Rps27 PE=1 SV=3,High,High,0,7.938,25,2,9,2,84,9.5,9.45,8.81,4.54,2,1,cell organization and biogenesis;protein metabolism;RNA metabolism OR transcription;other metabolic processes;other biological processes,cytosol;translational apparatus;nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf01667,100043813; 57294,Rps27,mmu:100043813; mmu:57294; Q3TLE3; Q6ZWU9,"L13a-mediated translational silencing of Ceruloplasmin expression; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); RHO GTPases Activate Formins; Separation of Sister Chromatids; Translation initiation complex formation; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition; Resolution of Sister Chromatid Cohesion; EML4 and NUDC in mitotic spindle formation; Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal",ENSMUSG00000050621; ENSMUSG00000090733,Cytoplasmic ribosomal proteins; mRNA processing,18,0,0.991,0.999982539,23.9,115.4,84.6,24.89,23.75,High,High,High,High,Peak Found,Peak Found,Peak Found,High,1,
TRUE,High,Master Protein,P19536,"Cytochrome c oxidase subunit 5B, mitochondrial OS=Mus musculus OX=10090 GN=Cox5b PE=1 SV=1",High,High,0,10.427,24,3,59,3,128,13.8,8.38,41.25,22.77,3,3,other metabolic processes,mitochondrion,other molecular function,Pf01215,,Cox5b,P19536,TP53 Regulates Metabolic Genes; Respiratory electron transport; Cytoprotection by HMOX1; Complex IV assembly; Mitochondrial protein degradation,,,5,0,1.036,0.996783417,33.48,94.5,105.5,28.27,5.83,High,High,High,High,Peak Found,High,High,High,1,
TRUE,High,Master Protein,Q9D8Y0,EF-hand domain-containing protein D2 OS=Mus musculus OX=10090 GN=Efhd2 PE=1 SV=1,High,High,0,11.237,15,3,12,3,240,26.8,5.06,10.64,9.07,3,3,,other membranes,other molecular function,Pf21008,,Efhd2,Q9D0P4; Q9D8Y0,RHOD GTPase cycle,,,1,0,0.809,0.9371628026,34.82,72,128,109.92,54.04,n/a,n/a,Peak Found,High,n/a,High,Peak Found,High,1,
TRUE,High,Master Protein,Q99LX0,Parkinson disease protein 7 homolog OS=Mus musculus OX=10090 GN=Park7 PE=1 SV=1,High,High,0,13.751,20,3,16,3,189,20,6.77,16.22,4.74,3,2,cell-cell signaling;cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;transport;other biological processes,plasma membrane;other membranes;cytosol;mitochondrion;ER/Golgi;nucleus;other cell component,signal transduction activity or receptor binding;enzyme regulator activity;nucleic acid binding activity;other molecular function,Pf01965,57320,Park7,mmu:57320; O88306; Q3THB9; Q3U509; Q99LX0,Aggrephagy; SUMOylation of transcription cofactors,ENSMUSG00000028964,mRNA processing; Parkinson's disease,4,0,1.422,0.7703624747,37.26,90.1,109.9,54.7,41.23,High,Peak Found,High,High,Peak Found,High,Peak Found,High,1,
TRUE,High,Master Protein,Q9R0Y5,Adenylate kinase isoenzyme 1 OS=Mus musculus OX=10090 GN=Ak1 PE=1 SV=1,High,High,0,5.826,25,3,10,3,194,21.5,5.81,8.34,8.65,3,3,other metabolic processes;other biological processes,cytosol;cytoskeleton;other cell component,kinase activity;other molecular function,Pf00406,11636,Ak1,A2AK80; mmu:11636; Q542C5; Q9R0Y4; Q9R0Y5,Interconversion of nucleotide di- and triphosphates,ENSMUSG00000026817,Purine metabolism,2,0,1.027,0.996783417,15.45,110.6,89.4,42.72,65.95,Peak Found,n/a,Peak Found,High,n/a,n/a,Peak Found,High,1,
TRUE,High,Master Protein,P11499,Heat shock protein HSP 90-beta OS=Mus musculus OX=10090 GN=Hsp90ab1 PE=1 SV=3,High,High,0,107.025,48,26,311,16,724,83.2,5.03,285.53,199.24,26,23,cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;other biological processes,non-structural extracellular;plasma membrane;other membranes;cytosol;nucleus;other cytoplasmic organelle;other cell component,signal transduction activity or receptor binding;enzyme regulator activity;cytoskeletal activity;nucleic acid binding activity;other molecular function,"Pf00183, Pf13589",15516,Hsp90ab1,mmu:15516; O89078; P11499; Q3UIQ7,Neutrophil degranulation; Regulation of actin dynamics for phagocytic cup formation; HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand; The role of GTSE1 in G2/M progression after G2 checkpoint; Attenuation phase; Estrogen-dependent gene expression; Sema3A PAK dependent Axon repulsion; Aryl hydrocarbon receptor signalling; DDX58/IFIH1-mediated induction of interferon-alpha/beta; HSF1 activation; RHOBTB2 GTPase cycle; The NLRP3 inflammasome,ENSMUSG00000023944,Focal adhesion: PI3K-Akt-mTOR signaling pathway,15,10,1.223,0.9308668518,36.04,91.2,108.8,42.44,23.11,High,High,High,High,High,High,High,High,1,
TRUE,High,Master Protein,P35803,Neuronal membrane glycoprotein M6-b OS=Mus musculus OX=10090 GN=Gpm6b PE=1 SV=2,High,High,0,5.046,4,1,17,1,328,36.2,6.14,12.04,8.65,1,1,cell organization and biogenesis;transport;developmental processes;other biological processes,plasma membrane;other membranes;other cell component,other molecular function,Pf01275,14758,Gpm6b,A2AEG4; mmu:14758; P35803; Q8R3J6; Q99L14; Q9D4F5; Q9JHG9; Q9JHI1; Q9JHK2; Q9JI62; Q9JI63; Q9JI64; Q9JI65,,ENSMUSG00000031342,,0,0,1.064,0.9834217595,24.24,96.9,103.1,22.12,12.87,n/a,High,High,High,n/a,High,High,High,1,
