Checked,Protein FDR Confidence: Combined,Master,Accession,Description,Found in Sample Group: control,Found in Sample Group: ketamine,Exp. q-value: Combined,Sum PEP Score,Coverage [%],# Peptides,# PSMs,# Unique Peptides,# AAs,MW [kDa],calc. pI,Score Comet: Comet,Score Sequest HT: Sequest HT,# Peptides (by Search Engine): Comet,# Peptides (by Search Engine): Sequest HT,Biological Process,Cellular Component,Molecular Function,Pfam IDs,Entrez Gene ID,Gene Symbol,Gene ID,Reactome Pathways,Ensembl Gene ID,WikiPathways,# Protein Pathway Groups,# Razor Peptides,Abundance Ratio: (ketamine) / (control),Abundance Ratio Adj. P-Value: (ketamine) / (control),Abundance Ratio Variability [%]: (ketamine) / (control),Abundances (Grouped): control,Abundances (Grouped): ketamine,Abundances (Grouped) CV [%]: control,Abundances (Grouped) CV [%]: ketamine,"Found in Sample: F1: Sample, control","Found in Sample: F4: Sample, control","Found in Sample: F5: Sample, control","Found in Sample: F9: Sample, control","Found in Sample: F2: Sample, ketamine","Found in Sample: F6: Sample, ketamine","Found in Sample: F10: Sample, ketamine","Found in Sample: F11: Sample, ketamine",# Protein Groups,Modifications
TRUE,High,Master Protein,Q9Z1B3,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1 OS=Mus musculus OX=10090 GN=Plcb1 PE=1 SV=2",High,Peak Found,0.01,1.036,1,1,2,1,1216,138.3,6.13,1.16,1.71,1,1,cell adhesion;cell-cell signaling;cell cycle OR cell proliferation;RNA metabolism OR transcription;other metabolic processes;transport;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;nucleus;other cell component,enzyme regulator activity;other molecular function,"Pf00387, Pf00388, Pf08703, Pf17787, Pf22631",18795,Plcb1,mmu:18795; Q62075; Q6PDH1; Q8K5A5; Q8K5A6; Q9Z0E5; Q9Z1B3; Q9Z2T5,Ca2+ pathway; G alpha (q) signalling events; G beta:gamma signalling through PLC beta; Presynaptic function of Kainate receptors; Synthesis of IP3 and IP4 in the cytosol; PLC beta mediated events; Acetylcholine regulates insulin secretion; Fatty Acids bound to GPR40 (FFAR1) regulate insulin secretion,ENSMUSG00000051177,Alzheimer's disease; Chemokine signaling pathway; IL-2 signaling pathway,11,0,1.447,0.7437827834,13.59,81.7,118.3,12.91,,n/a,n/a,Peak Found,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q8C2Q3,RNA-binding protein 14 OS=Mus musculus OX=10090 GN=Rbm14 PE=1 SV=1,High,Peak Found,0,2.851,3,2,4,2,669,69.4,9.67,2.91,0,2,2,cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;stress response;developmental processes;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf00076,56275,Rbm14,mmu:56275; Q3TJB6; Q8C2Q3; Q91Z21; Q9DBI6,RUNX2 regulates bone development,ENSMUSG00000006456,mRNA processing,2,0,0.854,0.9546907661,33.53,113.3,86.7,9.13,26.68,n/a,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q61599,Rho GDP-dissociation inhibitor 2 OS=Mus musculus OX=10090 GN=Arhgdib PE=1 SV=3,High,Peak Found,0,4.172,19,2,4,2,200,22.8,5.11,3.05,1.61,2,2,signal transduction;other biological processes,other membranes;cytosol,enzyme regulator activity;other molecular function,Pf02115,11857,Arhgdib,mmu:11857; Q3TEB3; Q61599,RAC1 GTPase cycle; RAC3 GTPase cycle; RHOA GTPase cycle; CDC42 GTPase cycle; RHOG GTPase cycle; RHOH GTPase cycle,ENSMUSG00000030220,G13 signaling pathway; FAS pathway and stress induction of HSP regulation,8,0,0.871,0.9546907661,0,106.9,93.1,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q61990,Poly(rC)-binding protein 2 OS=Mus musculus OX=10090 GN=Pcbp2 PE=1 SV=1,High,Peak Found,0,17.116,23,7,15,3,362,38.2,6.79,12.96,5.27,7,5,protein metabolism;other metabolic processes;stress response;other biological processes,nucleus;other cell component,nucleic acid binding activity,Pf00013,18521,Pcbp2,mmu:18521; Q61383; Q61990; Q62042,mRNA Splicing - Major Pathway; Processing of Capped Intron-Containing Pre-mRNA,ENSMUSG00000056851,mRNA processing,3,0,0.833,0.9546907661,19.41,97.1,102.9,91.4,57.11,n/a,n/a,Peak Found,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9DCL8,Protein phosphatase inhibitor 2 OS=Mus musculus OX=10090 GN=Ppp1r2 PE=1 SV=3,High,Peak Found,0.005,1.167,12,1,2,1,206,23.1,4.83,1.93,2.15,1,1,other metabolic processes;other biological processes,other cell component,enzyme regulator activity;other molecular function,Pf04979,66849,Ppp1r2,mmu:66849; Q3UD25; Q8C1A6; Q9DCL8,,ENSMUSG00000047714,,0,0,0.605,0.5187689619,0,124.6,75.4,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,Medium,Master Protein,Q9EPF5,Olfactory receptor MOR283-7 OS=Mus musculus OX=10090 GN=Or2ag19 PE=4 SV=1,High,Peak Found,0.019,0.813,2,1,3,1,319,35.5,7.9,2.22,0,1,1,signal transduction;other biological processes,plasma membrane;other membranes,other molecular function,Pf13853,258589,Or2ag19,mmu:258589; Q9EPF5,,ENSMUSG00000073901,"GPCRs, class A rhodopsin-like",1,0,0.668,0.7261158624,93.67,131.4,68.6,68.09,117.55,Peak Found,High,High,Peak Found,Peak Found,Peak Found,Peak Found,Peak Found,1,
TRUE,Medium,Master Protein,P49722,Proteasome subunit alpha type-2 OS=Mus musculus OX=10090 GN=Psma2 PE=1 SV=3,High,Peak Found,0.03,0.759,5,1,1,1,234,25.9,7.43,1.18,,1,,protein metabolism;other metabolic processes;other biological processes,cytosol;nucleus;other cell component,,"Pf00227, Pf10584",19166,Psma2,E9Q3A4; mmu:19166; P49722; Q6ZWV8,Separation of Sister Chromatids; The role of GTSE1 in G2/M progression after G2 checkpoint; Neutrophil degranulation; Hedgehog ligand biogenesis; AUF1 (hnRNP D0) binds and destabilizes mRNA; FCERI mediated NF-kB activation; Downstream TCR signaling; Activation of NF-kappaB in B cells; Neddylation; Asymmetric localization of PCP proteins; Degradation of AXIN; Hedgehog 'on' state; Ub-specific processing proteases; Regulation of RUNX3 expression and activity; Antigen processing: Ubiquitination & Proteasome degradation; Autodegradation of Cdh1 by Cdh1:APC/C; APC/C:Cdc20 mediated degradation of Securin; APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1; Cdc20:Phospho-APC/C mediated degradation of Cyclin A; Assembly of the pre-replicative complex; CDK-mediated phosphorylation and removal of Cdc6; MAPK6/MAPK4 signaling; UCH proteinases; Regulation of PTEN stability and activity; ABC-family proteins mediated transport; Regulation of RAS by GAPs; FBXL7 down-regulates AURKA during mitotic entry and in early mitosis; Regulation of ornithine decarboxylase (ODC); Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha; Cross-presentation of soluble exogenous antigens (endosomes); SCF(Skp2)-mediated degradation of p27/p21; Degradation of beta-catenin by the destruction complex; Autodegradation of the E3 ubiquitin ligase COP1; Degradation of DVL; Dectin-1 mediated noncanonical NF-kB signaling; Degradation of GLI1 by the proteasome; GLI3 is processed to GLI3R by the proteasome; NIK-->noncanonical NF-kB signaling; Orc1 removal from chromatin; G2/M Checkpoints; Ubiquitin Mediated Degradation of Phosphorylated Cdc25A; Ubiquitin-dependent degradation of Cyclin D; RUNX1 regulates transcription of genes involved in differentiation of HSCs; Regulation of RUNX2 expression and activity; Interleukin-1 signaling; KEAP1-NFE2L2 pathway; GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2; Proteasome assembly,ENSMUSG00000015671,Proteasome degradation,51,0,1.051,0.996783417,8.39,97.5,102.5,7.99,,n/a,n/a,Peak Found,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q8K183,Pyridoxal kinase OS=Mus musculus OX=10090 GN=Pdxk PE=1 SV=1,High,Peak Found,0.001,1.687,7,1,2,1,312,35,6.29,1.94,0,1,1,other metabolic processes;other biological processes,cytosol;nucleus,kinase activity;other molecular function,Pf08543,216134,Pdxk,mmu:216134; Q3TM83; Q8BJQ5; Q8K183,Neutrophil degranulation; Vitamin B6 activation to pyridoxal phosphate,ENSMUSG00000032788,,2,0,0.627,0.596780096,0,123,77,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9JI46,Diphosphoinositol polyphosphate phosphohydrolase 1 OS=Mus musculus OX=10090 GN=Nudt3 PE=1 SV=1,High,Peak Found,0.002,1.585,6,1,2,1,168,19,6.34,1.43,0,1,1,RNA metabolism OR transcription;other metabolic processes,cytosol;nucleus;other cell component,other molecular function,Pf00293,56409,Nudt3,B2KF68; mmu:56409; Q6PG02; Q8BV71; Q9JI46,Synthesis of pyrophosphates in the cytosol,ENSMUSG00000024213,,1,0,0.893,0.9546907661,23.23,109.6,90.4,18.55,16.34,Peak Found,n/a,Peak Found,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9CQR2,Small ribosomal subunit protein eS21 OS=Mus musculus OX=10090 GN=Rps21 PE=1 SV=1,High,Peak Found,0,3.118,12,1,2,1,83,9.1,8.51,2.12,2.3,1,1,protein metabolism;RNA metabolism OR transcription;other metabolic processes,cytosol;ER/Golgi;translational apparatus;other cell component,translation activity;other molecular function,Pf01249,66481,Rps21,mmu:66481; Q5M9L3; Q9CQR2,"L13a-mediated translational silencing of Ceruloplasmin expression; Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC); Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC); Translation initiation complex formation; SRP-dependent cotranslational protein targeting to membrane; Major pathway of rRNA processing in the nucleolus and cytosol; Formation of a pool of free 40S subunits; GTP hydrolysis and joining of the 60S ribosomal subunit; Formation of the ternary complex, and subsequently, the 43S complex; Ribosomal scanning and start codon recognition",ENSMUSG00000039001,Cytoplasmic ribosomal proteins,11,0,,,,,,,,Peak Found,n/a,Peak Found,High,n/a,n/a,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q9JII5,DAZ-associated protein 1 OS=Mus musculus OX=10090 GN=Dazap1 PE=1 SV=2,High,Peak Found,0,3.068,4,1,2,1,406,43.2,8.56,1.77,1.97,1,1,cell cycle OR cell proliferation;other biological processes,cytosol;nucleus;other cell component,nucleic acid binding activity,Pf00076,70248,Dazap1,mmu:70248; Q9JII5,,ENSMUSG00000069565,mRNA processing,1,0,0.53,0.27267294,0,130.7,69.3,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9CQM5,Thioredoxin domain-containing protein 17 OS=Mus musculus OX=10090 GN=Txndc17 PE=1 SV=1,High,Peak Found,0.006,1.137,7,1,2,1,123,14,4.77,1.15,0,1,1,signal transduction;other biological processes,cytosol,other molecular function,Pf06110,52700,Txndc17,mmu:52700; Q3TE14; Q921A9; Q9CQM5; Q9D0Y4,,ENSMUSG00000020803,,0,0,0.804,0.9123362568,43.21,107.7,92.3,36.21,18.29,Peak Found,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q9CWH6,Proteasome subunit alpha type-8 OS=Mus musculus OX=10090 GN=Psma8 PE=1 SV=1,High,Peak Found,0.001,1.653,6,1,2,1,250,27.8,8.69,1.49,1.68,1,1,cell cycle OR cell proliferation;protein metabolism;other metabolic processes;other biological processes,cytosol;nucleus;other cell component,,"Pf00227, Pf10584",73677,Psma8,mmu:73677; Q14A44; Q9CWH6,,ENSMUSG00000036743,,0,0,0.664,0.7261158624,0,120.2,79.8,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q640R3,Hepatic and glial cell adhesion molecule OS=Mus musculus OX=10090 GN=Hepacam PE=1 SV=2,High,Peak Found,0,5.651,10,2,3,2,418,46.3,9.42,3.11,1.74,2,1,cell adhesion;other biological processes,plasma membrane;other membranes;other cell component,,"Pf07686, Pf13927",72927,Hepacam,mmu:72927; Q640R3,,ENSMUSG00000046240,,0,0,0.822,0.9461156536,7.04,135.1,64.9,,6.7,n/a,n/a,n/a,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q8VCM7,Fibrinogen gamma chain OS=Mus musculus OX=10090 GN=Fgg PE=1 SV=1,High,Peak Found,0,3.114,2,1,3,1,436,49.4,5.86,4.48,,1,,cell adhesion;cell organization and biogenesis;stress response;other biological processes,non-structural extracellular;other cell component,signal transduction activity or receptor binding;other molecular function,"Pf00147, Pf08702",99571,Fgg,mmu:99571; Q8VCM7; Q8WUR3; Q91ZP0,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs); Post-translational protein phosphorylation; Platelet degranulation ; MAP2K and MAPK activation; Integrin cell surface interactions; Common Pathway of Fibrin Clot Formation; GRB2:SOS provides linkage to MAPK signaling for Integrins ; p130Cas linkage to MAPK signaling for integrins; Regulation of TLR by endogenous ligand,ENSMUSG00000033860,Blood clotting cascade; Fibrin complement receptor 3 signaling pathway,12,0,0.434,0.07448066901,11.39,139.4,60.6,18.74,,n/a,High,High,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q99KP6,Pre-mRNA-processing factor 19 OS=Mus musculus OX=10090 GN=Prpf19 PE=1 SV=1,High,Peak Found,0,2.163,2,1,2,1,504,55.2,6.61,1.56,1.63,1,1,cell organization and biogenesis;protein metabolism;DNA metabolism;RNA metabolism OR transcription;other metabolic processes;stress response;signal transduction;other biological processes,cytoskeleton;nucleus;other cell component,other molecular function,"Pf00400, Pf04564, Pf08606",28000,Prpf19,mmu:28000; Q3TP64; Q4ADG5; Q8BKZ5; Q8BVQ4; Q99KP6,mRNA Splicing - Major Pathway; Formation of TC-NER Pre-Incision Complex; Dual incision in TC-NER; Gap-filling DNA repair synthesis and ligation in TC-NER,ENSMUSG00000024735,,4,0,0.501,0.1895325308,0,133.2,66.8,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q8BFZ9,Erlin-2 OS=Mus musculus OX=10090 GN=Erlin2 PE=1 SV=1,High,Peak Found,0,3.452,4,1,2,1,340,37.8,5.5,1.84,1.65,1,1,protein metabolism;other metabolic processes;stress response;signal transduction;other biological processes,plasma membrane;other membranes;cytosol;ER/Golgi;other cell component,other molecular function,Pf01145,244373,Erlin2,mmu:244373; Q8BFZ9; Q8BML8,ABC-family proteins mediated transport,ENSMUSG00000031483,,1,0,0.628,0.6001369524,0,122.8,77.2,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,Medium,Master Protein,Q9D172,"Glutamine amidotransferase-like class 1 domain-containing protein 3, mitochondrial OS=Mus musculus OX=10090 GN=Gatd3 PE=1 SV=1",High,Peak Found,0.033,0.717,3,1,2,1,266,28.1,8.78,1.07,0,1,1,,,,,28295,Gatd3,mmu:28295; Q9D172,,ENSMUSG00000053329,,0,0,1.121,0.9564321402,38.69,92.1,107.9,35.6,22.21,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q61753,D-3-phosphoglycerate dehydrogenase OS=Mus musculus OX=10090 GN=Phgdh PE=1 SV=3,High,Peak Found,0,17.053,13,6,12,6,533,56.5,6.54,10.38,8.42,6,6,cell cycle OR cell proliferation;cell organization and biogenesis;other metabolic processes;developmental processes;other biological processes,,other molecular function,"Pf00389, Pf02826, Pf19304",236539,Phgdh,mmu:236539; Q3TEE5; Q61753; Q75SV9; Q8C603,Serine biosynthesis,ENSMUSG00000053398,,1,0,0.956,0.996783417,25.49,53.2,146.8,133.01,63.77,Peak Found,Peak Found,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,O55023,Inositol monophosphatase 1 OS=Mus musculus OX=10090 GN=Impa1 PE=1 SV=1,High,Peak Found,0,3.161,7,2,4,2,277,30.4,5.19,2.76,1.74,2,2,other metabolic processes;signal transduction,other cell component,other molecular function,Pf00459,,Impa1,O55023,"Synthesis of IP2, IP, and Ins in the cytosol",,,1,0,0.712,0.828864999,19.26,116.6,83.4,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,Medium,Master Protein,P46737,Lys-63-specific deubiquitinase BRCC36 OS=Mus musculus OX=10090 GN=Brcc3 PE=1 SV=1,High,Peak Found,0.026,0.783,3,1,2,1,291,33.3,5.83,2.53,,1,,cell cycle OR cell proliferation;cell organization and biogenesis;protein metabolism;DNA metabolism;other metabolic processes;stress response;signal transduction;other biological processes,cytoskeleton;nucleus;other cell component,enzyme regulator activity;other molecular function,"Pf01398, Pf18110",210766,Brcc3,A3KGA9; A8Y5K0; mmu:210766; P46737; Q3UDZ4; Q9D025,Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks; Nonhomologous End-Joining (NHEJ); Processing of DNA double-strand break ends; G2/M DNA damage checkpoint; Metalloprotease DUBs,ENSMUSG00000031201,,5,0,0.716,0.828864999,63.48,121.6,78.4,31.3,69.01,Peak Found,High,Peak Found,High,Peak Found,n/a,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q8K2C9,Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3 OS=Mus musculus OX=10090 GN=Hacd3 PE=1 SV=2,High,Peak Found,0,3.468,9,2,4,2,362,43.1,9.13,4.37,2.95,2,2,other metabolic processes;signal transduction;other biological processes,other membranes;ER/Golgi;nucleus,other molecular function,Pf04387,57874,Hacd3,mmu:57874; O09003; Q6PGH3; Q8BGM8; Q8K2C9,Synthesis of very long-chain fatty acyl-CoAs,ENSMUSG00000033629,,1,0,1.009,0.996783417,32.71,99.5,100.5,30.47,,n/a,n/a,Peak Found,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9JHI5,"Isovaleryl-CoA dehydrogenase, mitochondrial OS=Mus musculus OX=10090 GN=Ivd PE=1 SV=1",High,Peak Found,0.001,1.74,2,1,2,1,424,46.3,8.29,1.81,2.07,1,1,other metabolic processes,other membranes;mitochondrion;nucleus,other molecular function,"Pf00441, Pf02770, Pf02771, Pf08028",56357,Ivd,mmu:56357; Q9CYI3; Q9DBD7; Q9JHI5,Branched-chain amino acid catabolism,ENSMUSG00000027332,,1,0,1.183,0.948014582,0,91.6,108.4,,,n/a,n/a,n/a,High,n/a,Peak Found,n/a,n/a,1,
TRUE,High,Master Protein,Q91WC3,Long-chain-fatty-acid--CoA ligase 6 OS=Mus musculus OX=10090 GN=Acsl6 PE=1 SV=1,High,Peak Found,0,22.064,12,7,13,7,697,78,7.34,12.91,10.63,7,6,cell cycle OR cell proliferation;other metabolic processes;transport;developmental processes;other biological processes,other membranes;mitochondrion;ER/Golgi;other cytoplasmic organelle,other molecular function,Pf00501,216739,Acsl6,mmu:216739; Q80ZF1; Q91WC3,Synthesis of very long-chain fatty acyl-CoAs,ENSMUSG00000020333,Fatty acid beta-oxidation; PPAR signaling pathway; Fatty acid biosynthesis,4,0,0.91,0.9767557871,80.26,92,108,117.14,9.83,n/a,n/a,Peak Found,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q91YQ5,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Mus musculus OX=10090 GN=Rpn1 PE=1 SV=1,High,Peak Found,0,4.951,4,2,4,2,608,68.5,6.46,3.24,1.81,2,2,protein metabolism;other metabolic processes,other membranes;cytosol;ER/Golgi,,Pf04597,103963,Rpn1,mmu:103963; Q3U985; Q91YQ5,,ENSMUSG00000030062,Proteasome degradation,1,0,0.796,0.9236040774,11.51,155.8,44.2,,10.95,n/a,n/a,n/a,High,n/a,Peak Found,n/a,Peak Found,1,
TRUE,High,Master Protein,Q9CQU0,Thioredoxin domain-containing protein 12 OS=Mus musculus OX=10090 GN=Txndc12 PE=1 SV=1,High,Peak Found,0,4.685,16,2,4,2,170,19,5.26,2.84,2.1,2,2,other biological processes,ER/Golgi,other molecular function,Pf13899,66073,Txndc12,mmu:66073; Q53YN1; Q9CQU0,,ENSMUSG00000028567,,0,0,0.564,0.3015224249,13.94,127.9,72.1,77.41,,Peak Found,Peak Found,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q99JG2,G-protein coupled receptor 37-like 1 OS=Mus musculus OX=10090 GN=Gpr37l1 PE=1 SV=2,High,Peak Found,0.004,1.267,2,1,1,1,481,52.7,7.36,1.24,,1,,stress response;developmental processes;signal transduction;other biological processes,plasma membrane;other membranes;other cell component,other molecular function,Pf00001,171469,Gpr37l1,mmu:171469; O88313; Q80UB9; Q99JG1; Q99JG2,G alpha (i) signalling events; Peptide ligand-binding receptors,ENSMUSG00000026424,"GPCRs, odorant; GPCRs, class A rhodopsin-like; GPCRs, other",5,0,1.333,0.8551374013,44.7,78.6,121.4,22.78,30.75,n/a,n/a,Peak Found,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,Medium,Master Protein,Q3U9G9,Delta(14)-sterol reductase LBR OS=Mus musculus OX=10090 GN=Lbr PE=1 SV=2,High,Peak Found,0.012,0.995,1,1,2,1,626,71.4,9.36,1.37,0,1,1,cell organization and biogenesis;other metabolic processes;other biological processes,other membranes;ER/Golgi;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf01222, Pf09465",98386,Lbr,mmu:98386; Q3TSW2; Q3U9G9; Q811V8; Q811V9; Q8BST3; Q8K2Y8; Q8VDM0; Q91YS5; Q91Z27,RHOA GTPase cycle; CDC42 GTPase cycle; RAC1 GTPase cycle; RHOC GTPase cycle; RHOG GTPase cycle; RAC2 GTPase cycle; RAC3 GTPase cycle; Initiation of Nuclear Envelope (NE) Reformation; RHOD GTPase cycle; Regulation of MECP2 expression and activity; Cholesterol biosynthesis,ENSMUSG00000004880,,11,0,1.528,0.6478585559,25.7,77.5,122.5,24.56,12.08,Peak Found,n/a,Peak Found,High,Peak Found,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,P98203,Splicing regulator ARVCF OS=Mus musculus OX=10090 GN=Arvcf PE=1 SV=2,High,Peak Found,0.006,1.146,1,1,2,1,962,105,6.64,2.38,,1,,cell adhesion;RNA metabolism OR transcription;other metabolic processes,plasma membrane;other membranes;nucleus;other cell component,other molecular function,Pf00514,11877,Arvcf,mmu:11877; P98203; Q6PGJ6; Q8BQ36; Q8BRF2; Q8C3U7; Q924L2; Q924L3; Q924L4; Q924L5,,ENSMUSG00000118669,,0,0,0.823,0.9461156536,21.63,112.4,87.6,21.35,15.13,High,Peak Found,High,Peak Found,Peak Found,n/a,Peak Found,Peak Found,1,
TRUE,Medium,Master Protein,Q9EPU4,Cleavage and polyadenylation specificity factor subunit 1 OS=Mus musculus OX=10090 GN=Cpsf1 PE=1 SV=1,High,Peak Found,0.017,0.878,1,1,1,1,1441,160.7,6.39,1.27,,1,,RNA metabolism OR transcription;other metabolic processes,nucleus,nucleic acid binding activity,"Pf03178, Pf10433",94230,Cpsf1,mmu:94230; Q9EPU4,Transport of Mature mRNA Derived from an Intronless Transcript; mRNA 3'-end processing; RNA Polymerase II Transcription Termination; Processing of Intronless Pre-mRNAs,ENSMUSG00000034022,mRNA processing,6,0,,,,,,,,High,Peak Found,Peak Found,Peak Found,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q91YT0,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial OS=Mus musculus OX=10090 GN=Ndufv1 PE=1 SV=1",High,Peak Found,0,4.079,4,2,4,2,464,50.8,8.21,3.26,3.72,2,2,other metabolic processes;transport,other membranes;cytosol,transporter activity;other molecular function,"Pf01512, Pf10589, Pf22461",17995,Ndufv1,mmu:17995; Q91YT0,Mitochondrial protein degradation; Complex I biogenesis,ENSMUSG00000037916,Oxidative phosphorylation; Electron transport chain,5,0,1.359,0.8484763922,46.19,93.2,106.8,28.47,62.07,n/a,n/a,Peak Found,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,Medium,Master Protein,Q01147,Cyclic AMP-responsive element-binding protein 1 OS=Mus musculus OX=10090 GN=Creb1 PE=1 SV=2,High,Peak Found,0.026,0.776,2,1,2,1,327,35.1,5.27,1.4,1.63,1,1,cell-cell signaling;cell organization and biogenesis;RNA metabolism OR transcription;other metabolic processes;transport;developmental processes;signal transduction;other biological processes,mitochondrion;nucleus;other cell component,nucleic acid binding activity;other molecular function,"Pf00170, Pf02173",12912,Creb1,mmu:12912; Q01147,,ENSMUSG00000025958,Estrogen signaling; Mitochondrial gene expression; SIDS susceptibility pathways; Mechanisms associated with pluripotency; BDNF pathway; Focal adhesion: PI3K-Akt-mTOR signaling pathway; White fat cell differentiation; Mecp2 and associated Rett syndrome; p38 Mapk signaling pathway; IL-3 signaling pathway; Myometrial relaxation and contraction pathways; Adipogenesis genes; IL-2 signaling pathway; EGFR1 signaling pathway,14,0,0.696,0.7418746081,29.03,116.1,83.9,29.24,26.18,Peak Found,Peak Found,Peak Found,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q9Z2I9,"Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial OS=Mus musculus OX=10090 GN=Sucla2 PE=1 SV=2",High,Peak Found,0,2.451,2,1,2,1,463,50.1,7.01,1.73,1.83,1,1,other metabolic processes,other cell component,other molecular function,"Pf00549, Pf08442",20916,Sucla2,mmu:20916; Q3TVH1; Q8BGS6; Q9Z2I9,Citric acid cycle (TCA cycle),ENSMUSG00000022110,TCA cycle,2,0,0.63,0.6076800271,2.76,122.7,77.3,,10.41,n/a,n/a,n/a,High,n/a,Peak Found,Peak Found,Peak Found,1,
TRUE,High,Master Protein,Q9CR51,V-type proton ATPase subunit G 1 OS=Mus musculus OX=10090 GN=Atp6v1g1 PE=1 SV=3,High,Peak Found,0,4.479,9,1,2,1,118,13.7,7.97,2.31,3.04,1,1,cell organization and biogenesis;transport;other biological processes,plasma membrane;other membranes;cytosol;ER/Golgi;other cytoplasmic organelle;other cell component,transporter activity;other molecular function,Pf03179,66290,Atp6v1g1,mmu:66290; Q9CR51,Insulin receptor recycling; Amino acids regulate mTORC1; ROS and RNS production in phagocytes; Transferrin endocytosis and recycling; Ion channel transport,ENSMUSG00000039105,Osteoclast signaling,6,0,1.088,0.9739393963,0,95.8,104.2,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
TRUE,High,Master Protein,Q8BQ46,"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor OS=Mus musculus OX=10090 GN=Taf15 PE=1 SV=1",High,Peak Found,0,14.247,14,4,46,2,557,58.6,8.4,44.78,35.77,4,3,RNA metabolism OR transcription;other metabolic processes;other biological processes,nucleus;other cell component,nucleic acid binding activity;other molecular function,Pf00076,70439,Taf15,mmu:70439; Q8BQ46,Regulation of TP53 Activity through Phosphorylation; RNA Polymerase II Pre-transcription Events; RNA Polymerase II Promoter Escape; RNA Polymerase II Transcription Pre-Initiation And Promoter Opening; RNA Polymerase II Transcription Initiation,ENSMUSG00000020680,mRNA processing,7,0,0.569,0.3986529048,0,164.3,35.7,,,n/a,n/a,n/a,High,n/a,n/a,n/a,Peak Found,1,
